,tweet.id,tweet.created_at,tweet.user.location,tweet.text
0,1393226277398646784,2021-05-14 15:26:44,,"Me when I seen @earlxsweat got a video wit @whylonewolf. 

(Dances in depression) https://t.co/Gr6b35kFvt"
1,1393226269337309186,2021-05-14 15:26:42,,RT @flyiieaesthetic: Depression is real. A person can come outside and look so happy... do nothing but smile. But when their at home they f…
2,1393226266187386886,2021-05-14 15:26:41,"Raymondville, TX",RT @dopevibetweets: mental health is real. depression is real. suicide is real. check up on the people you love.
3,1393226261057753090,2021-05-14 15:26:40,Mexico.,"@VP @SecMartyWalsh Mr. Obama stated that ""The minimum salary would be raised to $15/hr in 2021."" Now, REPUBLICANS/T… https://t.co/rp8VQjJq41"
4,1393226250781487108,2021-05-14 15:26:37,sa bahay nakahiga,RT @flyiieaesthetic: Depression is real. A person can come outside and look so happy... do nothing but smile. But when their at home they f…
5,1393226249250635781,2021-05-14 15:26:37,"Panipat, India","RT @i_Nav_03: Stress, depression and anxiety are very common these days. Good mental health is a crucial part of fitness. One must try to r…"
6,1393226245924548610,2021-05-14 15:26:36,Causeway Bay,"RT @BgyoConfessions: Hi, ACEs. Pls lets promote respect, love &amp; unity in this fandom. Having read some of our co-fans' confession about the…"
7,1393226241772294154,2021-05-14 15:26:35,Hampshire,RT @MMHA_HIOW: Read an inspiring story of how #OpCourage helped one veteran turn his life around and now he is feeling hopeful and positive…
8,1393226238651686916,2021-05-14 15:26:34,"STAR!!snow/them, edtwt","therapist  just  told  me  today  that  i  have  anxiety,  social  problems  and  depression  🧍‍♂️  not  that  i  d… https://t.co/qbEkB0cFMW"
9,1393226234209914880,2021-05-14 15:26:33,"Summerville, SC",RT @Mr_HappyEnding: Battling depression and anxiety isn't easy. You all make it bearable and I appreciate that 🖤🤍
10,1393226227696033796,2021-05-14 15:26:32,"Weeekly, Loona, DG, FxG","RT @LiaTheGreat: i got my covid vax today as part of A3 and my comorbidity is depression. For those with a diagnosis like me, please contac…"
11,1393226214769373193,2021-05-14 15:26:29,she/her ◦ 7TEEN ◦ dmgc ◦ mmgc,"// rant 

my depression and anxiety and also some recent family issues have made it so i haven’t gotten like any wo… https://t.co/3A4hkluFrY"
12,1393226210436689920,2021-05-14 15:26:28,,RT @flyiieaesthetic: Depression is real. A person can come outside and look so happy... do nothing but smile. But when their at home they f…
13,1393226208041570308,2021-05-14 15:26:27,,RT @flyiieaesthetic: Depression is real. A person can come outside and look so happy... do nothing but smile. But when their at home they f…
14,1393226200072351750,2021-05-14 15:26:25,loona+bts+gfriend,"RT @agustranda: yoongi revealing that he's comfortable with his anxiety, depression and ocd but those feelings still come and go and instea…"
15,1393226199724445702,2021-05-14 15:26:25,"North Myrtle Beach, SC","@alexxxandria23 Have you ever looked into rhodiola rosea. It’s natural and helped my bf tremendously with stress, a… https://t.co/RDazYiX4EX"
16,1393226198789074952,2021-05-14 15:26:25,on yo mind,RT @flyiieaesthetic: Depression is real. A person can come outside and look so happy... do nothing but smile. But when their at home they f…
17,1393226182544535554,2021-05-14 15:26:21,,"RT @hennie_booboo: ""Can you explain this 5 month gap in your resume?""

First of all, no I won't. Second of all, May 2020. What do you think…"
18,1393226182238228487,2021-05-14 15:26:21,,"RT @agustranda: yoongi revealing that he's comfortable with his anxiety, depression and ocd but those feelings still come and go and instea…"
19,1393226176198479874,2021-05-14 15:26:19,"Bury, England","RT @UGLE_GrandLodge: 🌧️ Depression can manifest in many different forms. If you are experiencing any of these symptoms, or have noticed som…"
20,1393226280015859717,2021-05-14 15:26:44,🇵🇭 | she/her ,"RT @theseoulstory: Happy birthday to TREASURE Yoshi! 🎂🎉

Sending you our warmest wishes, hope this special day will bring you laughter and…"
21,1393226278791049220,2021-05-14 15:26:44,,"RT @RollingStone: With his dimpled smile, warm manner and fierce stage presence, 27-year-old rapper, dancer, songwriter, and producer J-Hop…"
22,1393226278463889411,2021-05-14 15:26:44,,"RT @YGA_GLOBAL: “No matter what’s waiting ahead of us, Let’s keep dreaming in this journey, Let’s go hope, tomorrow will be better than yes…"
23,1393226278405218305,2021-05-14 15:26:44,,"RT @trsrclay: happy birthday to one of the best person who has a genuine personality and an angel, kanemoto yoshinori 🥳 I hope you will ach…"
24,1393226278203953152,2021-05-14 15:26:44,You’re loved ❤️,"RT @vaniIlakoo: i hope he knows how beautiful he is and how much he means to us, his existence is a blessing in everyone’s life, i wish we…"
25,1393226278149541890,2021-05-14 15:26:44,Canada,RT @SnuffyMcSnuff: We got to episode 8 of Castlevania S4 yesterday (so no spoilers please!!) and I'm still holding out hope that this is en…
26,1393226278048722950,2021-05-14 15:26:44,"Anantapur, India",RT @ChittoorNTRFans: .@DabbooRatnani Sir Looking an Unseen &amp; Your mark Photography of @tarak9999 as  birthday surprise from you on May20 as…
27,1393226277847437318,2021-05-14 15:26:44,,"RT @treasurewpp: [ #BANGYEDAM #HARUTO WALLPAPER ] 

sorry for the bad attempt at drawing half of Haruto's hair&gt;.&lt; hope its okay

@treasurem…"
28,1393226277834743824,2021-05-14 15:26:44,SHE/HER ,"RT @yoshiavocado: happy birthday to my dearest dear yoshinori. may this year will be another blast year for you, hope the world will always…"
29,1393226277704851466,2021-05-14 15:26:44,"Falkirk, Scotland",RT @ColDevNet: CDN is working with all Scottish colleges to explore &amp; outline a baseline level of #digitalskills for lecturers in the #Furt…
30,1393226277499281409,2021-05-14 15:26:44,pluto,"RT @chitaaxna: HAPPY BIRTHDAY YOSHI
Habede to our bestboy  🥰
may god always take care of you and thankyou for being born 💕
hope you are alw…"
31,1393226277398605828,2021-05-14 15:26:44, she,"RT @asahiyun: Happy b'day to our handsome prince, yoshi!
I hope u are always happy!
thx u for looking after the members so well &amp; with love…"
32,1393226277394558981,2021-05-14 15:26:44,,RT @Matthew669691: @PatHeagerty @ReconditeAgony @IAmCam8404 @PhoenixJustice @HBKStingFan24 @SashasTopGuy @ActuallyAKaiju @wwemarveldcfan @A…
33,1393226277197426702,2021-05-14 15:26:44,bangpink,"RT @RollingStone: Watch behind-the-scenes footage from J-Hope's Rolling Stone digital cover shoot, and read his Q&amp;A below. #BTSxRollingSton…"
34,1393226277016915971,2021-05-14 15:26:43,s e l e c t i v e / O3%,"RT @tuanmudakuyoshi: for yoshi mother, thank you for giving birth to a child like good and handsome yoshi. he is a gentle and loving man, I…"
35,1393226276949749766,2021-05-14 15:26:43,Western Canada 🇨🇦,"@Kon_tessa Good Afternoon Tess. Thank you I did sleep very well. I hope your day has been good so far, Enjoy your evening. Happy Friday!!🙏😊💖"
36,1393226276769566724,2021-05-14 15:26:43,she/her ,"RT @blackxagustd: J-Hope on Growing Up in BTS, His Next Mixtape and More
https://t.co/lNdnoRIBcw
#BTS #방탄소년단 @BTS_twt https://t.co/zlB5327n…"
37,1393226276719271947,2021-05-14 15:26:43,"Toronto, Ontario",RT @jdakwar: That's too hard to watch. It's reminiscent of Beautiful Life by Roberto Benigni. Hope they stay safe.
38,1393226276664594438,2021-05-14 15:26:43,Earth,@DeepFriedDonald @JoseRoda2 @WalkerMMA @MMAFighting That is the hope…
39,1393226276412956678,2021-05-14 15:26:43,she / her 08L,"RT @jjkyu_79: Happy birthday to Prince Treasure🎉🎉, I hope you are always happy and healthy, thank you for working hard and surviving this f…"
40,1393226239704543234,2021-05-14 15:26:35,,"RT @meganzamora77: I like love letters, time spent together, picnics, movie nights, flowers, I’m a hopeless romantic and I never get that e…"
41,1393226216069423104,2021-05-14 15:26:29,mnl,RT @yxingqiu: ofc🤷‍♀️ we🧑‍🤝‍🧑 all 🫂want him☹️ to have 🤔big 😳portions➗ of the songs🎶🎵 but 🙃 we are hopeless😪🤚 with that 🧐 hence😌 to hear👂 hi…
42,1393226214962196481,2021-05-14 15:26:29,"Washington, USA",@DeaceOnline Look at the hopeless confusion in her eyes as she talks
43,1393226214140088320,2021-05-14 15:26:28,"Goa, India","RT @archbombay: ...chose to surrender in faith, trusting in God’s providence.
We, come together as one family in faith, praying the Rosary…"
44,1393226176768905221,2021-05-14 15:26:20,Kansas City,"Kids:   Mom the icemaker is broken there’s no ice coming out. 

Me:   Honey the icemaker is broken there’s no ice c… https://t.co/WhDwHrWYIk"
45,1393226151787520000,2021-05-14 15:26:14,,RT @miamoussie: J00n lying in broad daylight. Iam the hopeless one. He's wrong 🤧 https://t.co/gda83ifb6p
46,1393226119122358279,2021-05-14 15:26:06,,"@anilvijminister @oneindiaHindi Sir, it is not only the disease which is causing damage...the emotional stress and… https://t.co/LXlIZ4KtRz"
47,1393226109542490114,2021-05-14 15:26:04,any prns,KMYs  clowning  with  us 💔  this  fandom  is  hopeless
48,1393226105528672263,2021-05-14 15:26:03,,Hopeless
49,1393226100122308609,2021-05-14 15:26:01,"Edinburg, TX","RT @meganzamora77: I like love letters, time spent together, picnics, movie nights, flowers, I’m a hopeless romantic and I never get that e…"
50,1393226090878062592,2021-05-14 15:25:59,"Cardiff, Wales",@Vintage_Gunner @afcevan So what just buy it then is it? Us winning so much back in the day got us some hopeless fanbase man
51,1393226073446522881,2021-05-14 15:25:55,,i'm hopeless
52,1393226047248912386,2021-05-14 15:25:49,"Nashville, Tennessee","RT @OfficeNinjas: It wasn’t burnout; we still had energy. 

It wasn’t depression; we didn’t feel hopeless. 

We just felt somewhat joyless…"
53,1393225972099555336,2021-05-14 15:25:31,,Cause I'm tired of the fear that I can't control this                              I'm tired of feeling like every… https://t.co/mk8MoJpolW
54,1393225931704111105,2021-05-14 15:25:21,Mid Ulster,@AdamJT96 She’s right. Anyone still scared of the “killer virus” at this stage is a hopeless case.
55,1393225837957107714,2021-05-14 15:24:59,,RT @orablorauwu: An AU where Ohm is a hopeless romantic bookworm and Nanon is a famous highschool flower boy https://t.co/dwocLqKmKp
56,1393225803895173121,2021-05-14 15:24:51,18 any prns + nya/vamp/god,RT @creaminurdreams: i don’t have the emotional capacity to write out a drawn out statement on being a helpless hopeless black trans sex wo…
57,1393225798702800900,2021-05-14 15:24:49,Somerset,You are utterly hopeless @BBCNews - once something to be proud of now an utter embarrassment. https://t.co/569JEfxueC
58,1393225776619606016,2021-05-14 15:24:44,"Bankura, India","I don't beg for money sir, I can make it with my knowledge and labour. Please sir manage a job if you read this.  I… https://t.co/Z331dz6R6K"
59,1393225755631394817,2021-05-14 15:24:39,"Hyderabad, India",RT @ShivaSenaIYC: In Efficiency of Delhi Govt &amp; Modi Lead @BJP4India Govt during this pandemic &amp; it's absolutely shame to harash @IYC Presi…
60,1393226281240735746,2021-05-14 15:26:44,"Key Biscayne, FL","It is with great joy that we announce today our most recent grantee. Please meet Meybeline, a very sweet and cheerf… https://t.co/Z15SHCnjCV"
61,1393226280930136069,2021-05-14 15:26:44,Canada,"RT @k_hersberger: Found in the Paint: Rocket Ship
https://t.co/SfMPxUUFGO
#art #joy #dailyblog #life #paintings #foundinthepaint #rocketshi…"
62,1393226279877480449,2021-05-14 15:26:44,,"RT @ATTHelp: @VemuriMadhava We value those years of loyalty and want to help, Madhava. Please meet us in a DM so we can work to get your jo…"
63,1393226279139176453,2021-05-14 15:26:44,"1481 Happiness Cake, Seoul  ","RT @JoySupportTeam: 🗳 Voting tutorials for Music Shows
Thanks to @JoyVotingTeam

A thread;

#레드벨벳 #조이 #RedVelvet 
#JOY #레드벨벳조이 @RVsmtown ht…"
64,1393226275884576769,2021-05-14 15:26:43,,"Happy joy joy @NicolaForwood 

I guess if they're gonna have funfairs now there's no reason why parkrun can't be th… https://t.co/KMy9hHUoob"
65,1393226271799209990,2021-05-14 15:26:42,somewhere,RT @shnlxxa: Happy birthday!🥳🎉🎉 May your day be as beautiful as you💖💖Wishing you a day filled with happiness and a year filled with joy💝❣️…
66,1393226271736295426,2021-05-14 15:26:42,,"RT @DC_JOY_: 🙌🙌🙌go go for 200k🙌🙌🙌
#조이 #Joy #Tods
Tod's Tabs Sneakers featured in ""In Our Shoes - Seoul"" https://t.co/JMZz0DSBXV via @YouTube"
67,1393226271291711496,2021-05-14 15:26:42,Kuala Lumpur,RT @zofranmohd: I ask for my dear friends to start using this. Spread this around. Make it a trend. The victim card played by Israeli is so…
68,1393226269240795141,2021-05-14 15:26:42,,"17 Though the fig tree should not blossom, nor fruit be on the vines, the produce of the olive fail and the fields… https://t.co/RRu9FeVBeU"
69,1393226268355665923,2021-05-14 15:26:41,,"RT @urstrulyMahesh: Wishing you all a very Happy Eid.. May the spirit of Eid bring peace, joy, and happiness in these trying times. 🙏 #EidM…"
70,1393226260831105026,2021-05-14 15:26:40,,"RT @kyutiesjun1: Happy Birthday to our lovely angel prince, Yoshi! You deserve all the love in the world because you bring joy to our lives…"
71,1393226257077309450,2021-05-14 15:26:39,,why is it making me sad to grasp that jungkook who gives me so much comfort and joy and strength to get through the… https://t.co/i7KLAXfOUx
72,1393226256624197638,2021-05-14 15:26:39,Canada,"RT @k_hersberger: Back in the Garden: Surprises
https://t.co/U5uKCPh2bB
#art #joy #dailyblog #life #gardening #photographs #flowers #surpri…"
73,1393226255839809539,2021-05-14 15:26:38,,"When you finally show him your tits and he just says

""oh that's a rack""

And then nothing.

So I'm going to assume… https://t.co/jacXIWCsce"
74,1393226253885345794,2021-05-14 15:26:38,From the northwest corner,Sounds like there’s a crowd singalong in Fluffhead… to Bundle of Joy.
75,1393226252060749834,2021-05-14 15:26:38,,RT @mashedpawtatoes: happy birthday to the softest and sweetest boy yoshi🥺💗 I hope your days can be filled with joy and laughter✨ wish you…
76,1393226250408415247,2021-05-14 15:26:37,William Sutton Estate Chelsea,"@InventionRooms are pleased to be working in partnership with 
@JoyGoddard1  The Science of Mindfulness.A FREE mind… https://t.co/MYRj7LvPCu"
77,1393226249753956352,2021-05-14 15:26:37,,"RT @urstrulyMahesh: Wishing you all a very Happy Eid.. May the spirit of Eid bring peace, joy, and happiness in these trying times. 🙏 #EidM…"
78,1393226247187013633,2021-05-14 15:26:36,akun random banyak galaunya,RT @ABroNextDoor: Subhan’Allah this kid recieved his Eid presents donated by you guys today 😭🤍 look at his joy Subhan’Allah. May الله cheri…
79,1393226245157048321,2021-05-14 15:26:36,,RT @HealthUntoDeath: Congratulations to the Labour Party on finding a way to take the joy and hope inspired by Glasgow yesterday and turn i…
80,1393226268775264266,2021-05-14 15:26:42,freda peeple,RT @M_Bas1: UEFA have moved the final from Wembley to Lisbon just because 1000 non-essential UEFA VIPS would’ve had to quarantine for 10 da…
81,1393226265788829696,2021-05-14 15:26:41,,"RT @Dierenbach: My local school district quarantined 1,539 middle schoolers this year because they were in ""close contact"" at school with s…"
82,1393226258222182405,2021-05-14 15:26:39,,"Happy working tomorrow💃🏻.. tamat sudah quarantine.. esok attend few patients then cauuu..half day, specialist pun off."
83,1393226247816323074,2021-05-14 15:26:37,Ottawa,"RT @RobynUrback: It's embarrassing that Canada continues to pretend its hotel quarantine program is in any way mandatory, serious or scienc…"
84,1393226239469629440,2021-05-14 15:26:35,,"RT @Dierenbach: My local school district quarantined 1,539 middle schoolers this year because they were in ""close contact"" at school with s…"
85,1393226228090376201,2021-05-14 15:26:32,He/Him They/Them,"@shazzamberblair Yeah brand new dorm and after like barely even a year or it being open for students to live in, it… https://t.co/APFEb9jAab"
86,1393226212269461511,2021-05-14 15:26:28,"Surrey, BC","RT @RobynUrback: It's embarrassing that Canada continues to pretend its hotel quarantine program is in any way mandatory, serious or scienc…"
87,1393226201150459908,2021-05-14 15:26:25,bed,"cardia had t he ULTIMATE quarantine experience,,, 6 years??? never leaving her home??? poor girl"
88,1393226195735617537,2021-05-14 15:26:24,"New York, USA","RT @Zaphirah_: near the “ending” of quarantine and mask mandates, i just want to say personally, i’ll still be wearing my mask even though…"
89,1393226183978987527,2021-05-14 15:26:21,you wanna know?,RT @SillyJilly131: Them quarantine pounds Chile https://t.co/LQiI4TqSQG
90,1393226182234054660,2021-05-14 15:26:21,,"RT @SonakshiTweets2: Pithani said he didn't know tai, but later on it came to light that he was tai's quarantine 'partner'. 

Pithani Helpe…"
91,1393226178656342019,2021-05-14 15:26:20,"Austin,  tx",Has anyone else's weight been fluctuating +/-15 pounds throughiut quarantine?
92,1393226175162376195,2021-05-14 15:26:19,,"RT @NaveenAnakala: Kakinada QUARANTINE CENTER 
DR.PRABHU
CONTACT NUMBER:
8978330688
Oxygen concentrators tho treatment isthunnaru....
*Beds…"
93,1393226158779555846,2021-05-14 15:26:15,"Pennsylvania, USA",You know because of quarantine and being lonely I have subbed to so many OFs and bought a lot of nudes and got to s… https://t.co/uPeRqbrAnH
94,1393226156988674050,2021-05-14 15:26:15,United Kingdom,RT @maddocks_sally: @optimismworks00 @NHSSTAFFCOVID19 I’m not being funny but have we not stopped the flights from India??? Do they not go…
95,1393226155507871747,2021-05-14 15:26:15,,RT @vv_sehn: Hi! I am knocking my way into your kind hearts. My grandma passed away last night and my sister got positive on Covid. Our inc…
96,1393226145148059653,2021-05-14 15:26:12,🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,RT @rodbishop15: So people travel 2India &amp; bring back a mutant virus. Did many evade quarantine by flying in via other countries? It seems…
97,1393226141188575239,2021-05-14 15:26:11,"Rosario, Cavite",#SMAnnouncements: Pursuant to the latest government directive placing the NCR + areas under General Community Quara… https://t.co/JPSTuk2UBi
98,1393226129801109505,2021-05-14 15:26:08,,"RT @FluScim: @Kit_Yates_Maths Why wait for more certainty to increase response and preparedness?

We need industry to make 1 https://t.co/V…"
99,1393226129796960260,2021-05-14 15:26:08,"SW Ontario, Canada","This doesn't help. They avpid quarantine, could be infected with #covid19ontario and then in turn spreading it arou… https://t.co/f5AJuYv2NL"
100,1393226286642831361,2021-05-14 15:26:46,,"RT @RepAndyBarr: Joe Biden’s America: 

❌ American citizens will be penalized for not wearing masks to fly on planes, ride on buses or trai…"
101,1393226285783130113,2021-05-14 15:26:46,Peoples Republic of Austin ,"RT @MayorAdler: So many opportunities to get vaccinated this weekend in Austin. Walk-in, drive-thru, while buying a rotisserie chicken, one…"
102,1393226285678137346,2021-05-14 15:26:46,Maldives,"RT @HPA_MV: Vaccine centres will be operating from 9AM to 11AM starting tomorrow.

Get vaccinated to protect you and your loved ones from C…"
103,1393226285661425664,2021-05-14 15:26:46,"Vladivostok, Russia","RT @SohSAhmed: This is exactly the sort of insanity that turns people away from trans and non-binary rights.

Support for the radical fring…"
104,1393226284533116930,2021-05-14 15:26:45,India,"RT @PTI_News: West Bengal registers 20,846 fresh COVID-19 cases, highest so far in single day, 136 more fatalities: Health Dept"
105,1393226283291746304,2021-05-14 15:26:45,"Saskatoon, Canada","It’s been a long, challenging year for nurses on the front line of the COVID-19 pandemic in Saskatchewan.
https://t.co/mCtFDY5arw"
106,1393226282939215875,2021-05-14 15:26:45,Mumbai,RT @TOIIndiaNews: Woman from 'Love You Zindagi' viral video succumbs to Covid-19 https://t.co/l1qM0zhGCs
107,1393226282809257988,2021-05-14 15:26:45,,RT @seemay: A committee established by govt to create a 'supermodel' claimed that India had already reached herd immunity by September 2020…
108,1393226282024853506,2021-05-14 15:26:45,,RT @adeshguptabjp: New Covid-19 cases might be going down in Delhi but ICU beds are full &amp; today more hospital beds are occupied than in wo…
109,1393226280217182209,2021-05-14 15:26:44,mehsana,"RT @narendramodi: International Nurses Day is a day to express gratitude to the hardworking nursing staff, who is at the forefront of fight…"
110,1393226279785172992,2021-05-14 15:26:44,Vizianagaram,"RT @JagranEnglish: Know about early signs and symptoms of this COVID-19-triggered black fungal infection

Read more: https://t.co/mCenpfU0G…"
111,1393226279541956611,2021-05-14 15:26:44,"England, United Kingdom","RT @MaizyDaizyZzzz: @RougeNoirUK Only a 1 in 10 chance of catching Covid from someone you live with.

https://t.co/ar4idcZcrB"
112,1393226279068082181,2021-05-14 15:26:44,"Manhattan, NY","Florida Governor Gives Comfort to Business Owners, Anti-Maskers and COVID-19 Deniers with ‘Categorical’ Pardons for… https://t.co/cN8UugafYt"
113,1393226277838934020,2021-05-14 15:26:44,Jambu Dweepam,"RT @JagranEnglish: Know about early signs and symptoms of this COVID-19-triggered black fungal infection

Read more: https://t.co/mCenpfU0G…"
114,1393226277423886342,2021-05-14 15:26:44,,"RT @realstewpeters: BIG NEWS for pro vaccine choice warriors who don’t want to beg for basic rights! 

OSHA Update: 

“If you require your…"
115,1393226277000294403,2021-05-14 15:26:43,United Kingdom,"RT @PublicHealthW: The rapid COVID-19 surveillance dashboard has been updated:

💻 https://t.co/zpWRYSUbfh
📱 https://t.co/HSclxpZjBh https:/…"
116,1393226273867149318,2021-05-14 15:26:43,Edinburgh ,"RT @ScotRail: We’re advising customers that most ScotRail services will be cancelled Sunday, 16 May, because of strike action by the RMT du…"
117,1393226273783230471,2021-05-14 15:26:43,"Hamilton, Ontario","@erdocAA But you can still get, test positive and spread covid with the vax?  So why the charade?
https://t.co/lwaYdoiUfr"
118,1393226273367871488,2021-05-14 15:26:43,ଓଡ଼ିଶା,RT @BishoyiGopal: @DibyakantaBari6 @CMO_Odisha @Vkpandianfancl1 due to covid 19 many  aspirants lost their chances plz sir give them age re…
119,1393226272885465091,2021-05-14 15:26:43,Tokyo,"Friday's update to rough novel #coronavirus stats: to date more than 24 million cases in India, while 1 in every 70… https://t.co/tdm1JTHa8L"
120,1393226273221005314,2021-05-14 15:26:43,आर्यावर्त 🕉️🚩,"RT @Tushar_KN: Tell you want, this Corona will mutate many cycles just in India https://t.co/jjlCmCVZIq"
121,1393226269131788289,2021-05-14 15:26:42,,"RT @CityNews021: Corona Virus:
+2,517 Naye Cases Report.
+Active Cases 73,398 Ho Gaye.
+24 Ghanton Me Mazeed 48 Amwat.
+780,438 Mareez Seha…"
122,1393226261216911365,2021-05-14 15:26:40,"varanasi, India","RT @DDNewslive: If person with Comorbidities get infected by Corona, they are more prone to have severity of the disease.They should stay a…"
123,1393226257647562756,2021-05-14 15:26:39,,@noconversion And all we get to read is Hindus using cow urine as a preventive measure for Corona in crux @ndtv… https://t.co/JgWMygcZ2c
124,1393226251091943426,2021-05-14 15:26:37,,@STUDENTSDUNION If 12th Board Exams are cancelled I request CBSE to not allocate marks on basis of Pre-Boards many… https://t.co/a2JY5NjimR
125,1393226248449662976,2021-05-14 15:26:37,south coast,RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered – A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C…
126,1393226244469059586,2021-05-14 15:26:36,,"RT @PereddiTrinadh: @mipaltan  this bad phase my frnd father have corona
He need money now to get cure But they can't afford that money upt…"
127,1393226238584496128,2021-05-14 15:26:34,,@diprjk @OfficeOfLGJandK @nitishwarKumar @ANI @PTI_News @ians_india @PBNS_India @ddnewsSrinagar @ddnews_jammu… https://t.co/nxT2Xwae6C
128,1393226237988978695,2021-05-14 15:26:34,Israel,@dnarunner Maybe you should volunteer in a corona ward without a mask.
129,1393226230061617153,2021-05-14 15:26:32,"कोलकाता, भारत","In this corona situation, our test will never be possible from 15th June, so we kindly request you to take this tes… https://t.co/KXaYc1ER1E"
130,1393226228933398528,2021-05-14 15:26:32,,@STUDENTSDUNION If 12th Board Exams are cancelled I request CBSE to not allocate marks on basis of Pre-Boards many… https://t.co/syJ1BWiG4x
131,1393226228438503425,2021-05-14 15:26:32,,RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered – A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C…
132,1393226227515682822,2021-05-14 15:26:32,,RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered – A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C…
133,1393226213913624580,2021-05-14 15:26:28,India,"Virus has right to Live- Rawat
Now Govt should Issue Aadhar card and Ratio Card to Corona Virus
#TrivendraSinghRawat"
134,1393226213724856326,2021-05-14 15:26:28,,"RT @ChVenkatachalam: Today, Tamilnadu Bank Employees Federation met the chief minister of Tamilnadu Thiru @mkstalin and handed over the con…"
135,1393226211782840324,2021-05-14 15:26:28,,RT @LawrenceSellin: Lawrence Sellin's interview on Stephen K. Bannon's War Room about all aspects of #COVID19. Sellin begins by praising th…
136,1393226209836769280,2021-05-14 15:26:27,,RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered – A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C…
137,1393226206456258560,2021-05-14 15:26:27,尼亚加拉河,RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered – A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C…
138,1393226204707057668,2021-05-14 15:26:26,,RT @GeorgiaLogCabin: Corona virus lockdowns made things worse https://t.co/G69PhK37CG
139,1393226196368826371,2021-05-14 15:26:24,"Faridabad, India","RT @craziestlazy: But according to Dhruv Rathi, Kerala had already defeated Corona virus 🤷‍♂️ https://t.co/AHYupAVMyX"
140,1393226182762450945,2021-05-14 15:26:21,,"RT @RadioChinarFM: #RadioChinar thanks Lt Gen D P Pandey, GOC 15 Corps, for the valuable words of advice and requests itd listeners to foll…"
141,1393226117385900034,2021-05-14 15:26:05,भारत गणराज्य,"RT @KTRTRS: Eid Mubarak. Wishing all good health, peace and compassion as we wade through these unprecedented times

#EidMubarak 
#StayHome…"
142,1393226093524443139,2021-05-14 15:26:00,"Avanigadda, India","RT @KChiruTweets: #Covid19IndiaHelp     
#StayHomeStaySafe  
#WearMask 😷   
#DontPanic  
#GetVaccinated  
#DonatePlasmaSaveLives   🙏🙏
Lets…"
143,1393226067662426116,2021-05-14 15:25:54,Guntur,"RT @KChiruTweets: #Covid19IndiaHelp     
#StayHomeStaySafe  
#WearMask 😷   
#DontPanic  
#GetVaccinated  
#DonatePlasmaSaveLives   🙏🙏
Lets…"
144,1393226066068533248,2021-05-14 15:25:53,Under Ground ,"RT @TrendsAlluArjun: Despite COVID, @alluarjun helping many 🙏🙏❤️❤️

Our Love and Prayers Are Always with you Bunny. Wishing you a very Spee…"
145,1393226044975423490,2021-05-14 15:25:48,"Hyderabad, India","Given a chance to meet either friends or office colleagues, I'd right away prefer..

'Staying Home'… https://t.co/5n3clILU9v"
146,1393226006211694599,2021-05-14 15:25:39,Chittoor,"RT @KChiruTweets: #Covid19IndiaHelp     
#StayHomeStaySafe  
#WearMask 😷   
#DontPanic  
#GetVaccinated  
#DonatePlasmaSaveLives   🙏🙏
Lets…"
147,1393225991284170758,2021-05-14 15:25:35,india,"RT @KChiruTweets: #Covid19IndiaHelp     
#StayHomeStaySafe  
#WearMask 😷   
#DontPanic  
#GetVaccinated  
#DonatePlasmaSaveLives   🙏🙏
Lets…"
148,1393225986720755714,2021-05-14 15:25:34,"Nalgonda, India","RT @SRBunnyism: Required Oxygen/ICU Bed
Please help!!!🙏
Patient -venappa
Age -70
Location: Banglore, Kolar,
Number:93817 85220

@RRRMovie @…"
149,1393225888183902212,2021-05-14 15:25:11, சென்னை தமிழ்நாடு ,RT @GautamGambhir: Wishing everyone health &amp; happiness on the auspicious occasion of Eid-ul-Fitr. Together we’ll overcome these testing tim…
150,1393225887944908803,2021-05-14 15:25:11,,"RT @HeroManoj1: Praying for the speedy recovery of my brother @tarak9999 ...
 Get well soon Mithrama...🙏🏻🙏🏻requesting each and everyone to…"
151,1393225867673800706,2021-05-14 15:25:06,"Coimbatore, India",RT @sri50: #Kerala #CM @vijayanpinarayi announces extension of total and complete #lockdown till May 23 in the state to contain #COVID19 sp…
152,1393225822824112130,2021-05-14 15:24:55,Amalapuram,"RT @KChiruTweets: #Covid19IndiaHelp     
#StayHomeStaySafe  
#WearMask 😷   
#DontPanic  
#GetVaccinated  
#DonatePlasmaSaveLives   🙏🙏
Lets…"
153,1393225806814404610,2021-05-14 15:24:51,,"RT @vijay27anand: Positive News for Chennai, daily new cases continues to drop again today by 453 for last 2 days at 6,538. Lockdown effect…"
